0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34
Ventas ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,7.0,4.0,1.0,3.0,8.0,5.0,13.0,14.0,6.0,15.0,12.0,11.0,9.0,6.0,6.0,7.0,7.0,7.0,10.0,1.0,0.0,0.0,0.0
Conversion ,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.012096774193548387,0.0,0.03389830508474576,0.01948051948051948,0.025,0.023255813953488372,0.005434782608695652,0.01090909090909091,0.026578073089700997,0.01818181818181818,0.036619718309859155,0.028455284552845527,0.015113350125944584,0.04807692307692308,0.037037037037037035,0.040145985401459854,0.027692307692307693,0.020689655172413793,0.013856812933025405,0.017456359102244388,0.019943019943019943,0.019886363636363636,0.02481389578163772,0.006896551724137931,0.0,0.0,0.0
Aporte ,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0,0.11764705882352941,0.13043478260869565,0.3181818181818182,0.125,0.038461538461538464,0.15,0.26666666666666666,0.16666666666666666,0.38235294117647056,0.35,0.16666666666666666,0.5555555555555556,0.3157894736842105,0.275,0.2647058823529412,0.17647058823529413,0.15789473684210525,0.23333333333333334,0.17073170731707318,0.17073170731707318,0.2857142857142857,0.02702702702702703,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116192834509233,0.0,0.21989772239832012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,0.0,0.0,37.625,55.0,27.307692307692307,35.142857142857146,66.16666666666667,20.8,27.0,24.90909090909091,36.111111111111114,48.333333333333336,72.16666666666667,57.285714285714285,50.142857142857146,50.285714285714285,40.3,0.0,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leads ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Efectivos ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,13.0,6.0,15.0,19.0,29.0,29.0,36.0,50.0,42.0,39.0,23.0,21.0,16.0,32.0,30.0,28.0,3.0,0.0,0.0,0.0
